# 5 : 6 6 6 6 6 
# Tr_f(plaq)/2    Tr_a(plaq)/3     energy       W(1,2)        W(2,2)        W(2,3)        W(3,3)        Re(polyakov)   Im(polyakov) 
0.431103216931 0.0195200619539 -0.580518164401 0.196422115427 0.0447534585911 0.0136216107267 0.00161685359045 0.00209991050563 0 
0.430898870936 0.0192028302534 -0.580621823624 0.196925868912 0.0473697796053 0.0145987578669 0.000270947534511 0.00788102626807 0 
0.430786391935 0.0190788881547 -0.580526862067 0.196759067124 0.0449076512594 0.012039661374 0.00147051360939 0.0128573781768 0 
0.431461747957 0.019156299048 -0.583097356878 0.195628010404 0.0438170941875 0.0111905968928 0.00466939244828 -0.000147997658008 0 
0.431198640303 0.0185335663487 -0.58387365821 0.19509707213 0.0479268823408 0.0130203421681 0.00223477119657 -0.0253594761174 0 
0.429526159104 0.0168962761293 -0.581844731896 0.191830363714 0.047292646044 0.0121725293147 0.000981335846116 -0.00727342684411 0 
0.431320422107 0.019384779082 -0.581825414498 0.194897737602 0.0435774622625 0.0103525409442 -0.00109734950884 -0.00857111913898 0 
0.430476662473 0.0185293204886 -0.580890187797 0.195944367124 0.0426511440059 0.0125757657964 -0.000113272890454 0.0206258829211 0 
0.431595490554 0.0195867224201 -0.582361118537 0.196638870153 0.0436795999819 0.00773673204131 0.00225880041785 -0.0140438870678 0 
0.430362236541 0.0193535833283 -0.577942531662 0.194147456751 0.0439757159726 0.00975051997123 0.00238389690432 0.00664769046478 0 
0.431355182006 0.019090325234 -0.582853029624 0.196113354032 0.0455751960967 0.00942006438211 -9.15751001526e-05 0.00721954863408 0 
0.429815303869 0.0181153637658 -0.579387419759 0.196231202082 0.0456028506519 0.0121239040023 -0.000931073796018 -0.00682837212849 0 
0.43062797094 0.0189281260747 -0.580321701177 0.194583361923 0.0451347250029 0.011403188862 0.00329436349716 0.0120833704111 0 
0.431935862628 0.0207081874973 -0.580409267415 0.195945383904 0.0473830150471 0.0121079210666 0.00131780173879 0.00779479414438 0 
0.430812478336 0.0183373770432 -0.582859653966 0.194073177934 0.0437254639895 0.00899876273784 0.000967903328964 0.0109146420504 0 
0.430654340741 0.0184251738287 -0.581939992587 0.195928995098 0.0477890491208 0.0149367066663 0.000702359669898 0.00293593698904 0 
0.430867055622 0.0180790172167 -0.58386122918 0.192908438518 0.0435624459764 0.0114392707635 -0.000620216144593 0.00338136730117 0 
0.431194521758 0.0199580767761 -0.579583034968 0.192884862705 0.0448066024278 0.0111114019403 0.00162463873877 0.0054091309125 0 
0.430785618672 0.0184513189801 -0.582406360549 0.192513091617 0.0395688340928 0.00470491330598 0.000762244664103 -0.000780905596041 0 
0.429918558429 0.0182681980174 -0.579357423426 0.192227642827 0.0405958706099 0.0066877737546 -0.00225411851718 9.33357391715e-05 0 
0.42954878491 0.0174735051072 -0.580206942054 0.194177272022 0.0413896777507 0.00899454580478 -0.00231149466681 -0.0112611125669 0 
0.430351727916 0.0188397852305 -0.579440315161 0.19508755226 0.0449797330916 0.0131908562388 -8.85460399384e-05 -0.014844567828 0 
0.43015594546 0.0188496571499 -0.578598202207 0.194683111747 0.0434004196631 0.00878912583572 0.00252523305118 -0.00997768991943 0 
0.431110391926 0.019768205635 -0.579803509587 0.195430132735 0.0453285844392 0.0107074489316 -0.00018183530521 0.0114970869013 0 
0.43020071863 0.0179907512237 -0.581360728641 0.195953040729 0.0476249543452 0.0135386061127 0.00418943537289 0.00223142632286 0 
0.431884798391 0.0200713156061 -0.582107966503 0.192690021386 0.0436551592542 0.0110214877563 0.0010959633574 0.0159955045613 0 
0.431108952616 0.0194168311876 -0.580851659793 0.195161501165 0.0415655599171 0.0126588974084 8.0132725377e-05 0.00223525493388 0 
0.429932474963 0.0173264446701 -0.582240437085 0.195379659649 0.044514971604 0.0136134255518 0.00159638291768 0.0117435504872 0 
0.430200445623 0.0170616686125 -0.584146843498 0.196066692002 0.0442539852141 0.0107790500606 0.00287345107665 -0.000348227825861 0 
0.43040073928 0.0184245794119 -0.580889329778 0.196188784603 0.0426904453437 0.0100622862803 0.00511494916017 -0.00997310706438 0 
0.431443559865 0.0193831196936 -0.58234141436 0.195206693543 0.040155461849 0.00890461271514 0.00137397528531 -0.0048847695627 0 
0.432050585683 0.0209140290718 -0.580267843371 0.196371399858 0.040434544283 0.006017132635 0.00287124350637 -0.00905910938796 0 
0.431705196636 0.0196744854315 -0.582553109745 0.193958781542 0.0405461863026 0.0067440484769 -0.000343169122396 0.0136513554791 0 
0.430775856879 0.0182022645917 -0.583113012272 0.195227773132 0.0436302379174 0.00839616968049 -0.00144732279023 -0.00711246190744 0 
0.431843879016 0.0206141256546 -0.580309720951 0.197476032507 0.0413291617885 0.00764898383283 0.00324045321237 0.00864241539812 0 
0.430504946764 0.0178663255304 -0.582996552481 0.196165546271 0.0435598994053 0.00690562183272 -0.000323438421515 -0.0358624884794 0 
0.429196422703 0.0163811359521 -0.58202174636 0.193147149047 0.0430402072094 0.00876683521181 0.00394018260344 -0.0297402875711 0 
0.432370816264 0.0205386829089 -0.58272283877 0.199484433814 0.0448905852376 0.00807715569122 0.00219753485088 -0.0245839958899 0 
0.432572529119 0.0196039120143 -0.5863642598 0.199228708091 0.0468919412496 0.0135321195122 0.000210009188535 -0.0222342414568 0 
0.430939249055 0.0192647052792 -0.580603767742 0.196687037291 0.0429975533179 0.00675604991092 0.000820062408824 -0.00834153140295 0 
0.432242284008 0.0198463186195 -0.584266522776 0.197655742817 0.0450638827739 0.0105847641237 0.00168382034815 0.00179490881244 0 
0.433133535613 0.0197938055798 -0.588122756055 0.197490357309 0.0493961728438 0.0134109935255 -5.50666057997e-05 -0.0112732234681 0 
0.433860391641 0.0212102264141 -0.586889946069 0.199654899793 0.0470391988367 0.0110489669432 0.00214521753362 -0.0199028920011 0 
0.431330705369 0.018366327835 -0.584923443775 0.19476076543 0.0410921058298 0.00911579133711 -7.46964998465e-05 0.00080264319088 0 
0.429806563532 0.0182760371165 -0.578869127307 0.195210069403 0.0462130541953 0.00950843392893 -9.91924173374e-05 -0.00436462135387 0 
0.431278180558 0.0191770458801 -0.582273311676 0.196548479357 0.0441455086122 0.0128233682411 0.0041369170333 -0.0218467845385 0 
0.428820070594 0.0170635034925 -0.578412782487 0.195862783928 0.045811283905 0.0119507450811 0.000241458056461 -0.0505932903893 0 
0.430009868264 0.0191215286055 -0.577176367481 0.194341320445 0.0424085495181 0.0106156771081 0.000480224132669 -0.0351505810197 0 
0.43176372349 0.0191637746061 -0.584328128664 0.197630452635 0.0456972592763 0.0101134087025 -0.000562447715468 0.011432841175 0 
0.433854454656 0.0223968510858 -0.583305433564 0.202064254605 0.0476329580708 0.00881713395728 -0.000141479293061 0.0257090501589 0 
0.43158737192 0.0195648710917 -0.582392980194 0.198150470807 0.049022612136 0.0126065715197 0.000478558813065 0.00499964096569 0 
0.431127503561 0.0192570157243 -0.581408092604 0.198876843239 0.0462765299327 0.0137986216961 0.0034545387259 -0.0170023754901 0 
0.432448747377 0.0211941922403 -0.581079724896 0.196664502126 0.0433071244301 0.00902736142974 -0.00151091771817 -0.00598049946128 0 
0.432316418467 0.0194301904558 -0.585822565272 0.199005237629 0.0456175490107 0.0126475154046 0.00100960412292 0.0113450999309 0 
0.431273155263 0.0187007368309 -0.583681383847 0.197028098056 0.0444611558182 0.0147482081867 0.00289580025877 -0.00435415269128 0 
0.432029076486 0.0204611539947 -0.581537205435 0.1957201834 0.0469178971476 0.0124870411607 0.000650639497595 0.0242787998028 0 
0.431983096036 0.0203702684887 -0.581619043083 0.198165332236 0.0488866326953 0.0132802994192 0.00102513757709 0.00556624741039 0 
0.430394263176 0.0177879603833 -0.582772311029 0.195719810285 0.0458298547308 0.0107837700147 0.00383286654402 0.0190133581665 0 
0.43063024738 0.0176220349867 -0.584249421668 0.196132677921 0.0448175138063 0.0126450698644 0.00449039892213 -0.000276045990986 0 
0.431406892795 0.0190728842599 -0.583119952321 0.196417580166 0.0438174000493 0.0109267024909 0.00663570937431 0.00593386609302 0 
0.430883794841 0.01925390052 -0.58040604703 0.194057934572 0.0441121242571 0.0115478733548 0.00487327307068 0.00413996600621 0 
0.429292049766 0.017576433493 -0.578832706052 0.192818709504 0.0438526384726 0.0102787172667 0.00313833145731 0.0188984204428 0 
0.430416021697 0.0182613603491 -0.581442408996 0.196814179792 0.0435411810581 0.0108199311228 0.0038807038378 0.00171147991946 0 
0.431789063096 0.0187828453684 -0.585576075744 0.200641504285 0.0458066192158 0.0116956801615 4.22698003449e-05 0.0190915058677 0 
0.430435926897 0.0179269430612 -0.582528267438 0.196310433691 0.0461794357223 0.0082671690098 0.00054544243959 0.0146752851694 0 
0.429917913658 0.0183379582045 -0.579145467069 0.19496977976 0.0449824159845 0.00937237968665 -0.00181743961231 0.0162240835773 0 
0.430627550332 0.0183512641243 -0.582050541504 0.198040839708 0.0444039033613 0.0085268945583 0.00030745401466 -0.00545806619553 0 
0.431411159961 0.018830644689 -0.583864379771 0.196442751998 0.0430473532957 0.00882120894087 0.00318224677769 -0.0263893139466 0 
0.430032108496 0.0175389471354 -0.582016408851 0.195491695761 0.0467584564475 0.0141119434349 7.55314013333e-05 -0.00181992944205 0 
0.43186383377 0.0197311152831 -0.583041564295 0.194737254495 0.0456545702367 0.00935717235946 0.00266990519214 0.00709452643243 0 
0.430033337143 0.0169331625334 -0.583838861544 0.192177527 0.0416965721691 0.00918147124733 0.00406672862643 -0.00217268736631 0 
0.43013337318 0.0175819857135 -0.582307541557 0.193698938816 0.0417013037449 0.0105060098743 0.0026182008612 0.0283626354102 0 
0.427943357572 0.0158356362516 -0.57845802517 0.19295727787 0.0418832463787 0.00739321474715 0.0031855834988 0.00867006890566 0 
0.43003290284 0.0180823572931 -0.580389474906 0.19558594182 0.0425022343189 0.00917865535267 0.00289606748443 0.00805665373817 0 
0.429737196735 0.0187099979285 -0.577279372667 0.191110130724 0.043192539915 0.0121238054182 0.000282533506642 0.0127915053683 0 
0.429323346841 0.0181853475079 -0.577135846866 0.194856066607 0.044566109142 0.0109252711536 -0.000308988335758 0.0141561867969 0 
0.428248022034 0.016087241287 -0.578967567579 0.191140957445 0.0423790964117 0.0105372450671 -0.00108640412887 0.00188403423864 0 
0.428271034801 0.0152290679881 -0.581637590461 0.194318232339 0.0420661131238 0.010003009639 0.00411516077853 0.00903123470796 0 
0.427132290782 0.0144623358537 -0.579211999185 0.19287679078 0.0422213981789 0.0105714277558 0.00226072679173 0.00748520576331 0 
0.429876806266 0.0178617479215 -0.580403502239 0.193148427159 0.0432671463957 0.0111339276931 0.0013519132009 -0.0125064262779 0 
0.428562245385 0.0168866766617 -0.577873288363 0.191302057051 0.0435211916142 0.00849459859656 0.00224338863828 -0.00593508800021 0 
0.428787329412 0.0164699352197 -0.580057611402 0.189945979382 0.0414801463697 0.00928385247801 -0.000320958014714 -0.00553915045804 0 
0.425575433411 0.0135901755124 -0.575367522119 0.187832604042 0.0402817717377 0.00676307628197 0.000452557033884 0.0138404893775 0 
0.429938776554 0.0180686549655 -0.580039957802 0.192691897668 0.0402654860886 0.00731937118923 0.00145504094262 -0.00586953767933 0 
0.429541938621 0.0178717473483 -0.578983803231 0.193046623056 0.0388972598488 0.00966819644216 0.000992523019994 -0.00213790350186 0 
0.430106798702 0.0176032658282 -0.58213341713 0.193913900095 0.0441366944041 0.0094461224532 0.00127644443917 0.0109187978517 0 
0.429731697235 0.0176304528298 -0.580495185037 0.193252707764 0.0439776174242 0.00878538996896 0.000293372850995 0.00330448540826 0 
0.431384015377 0.019904301132 -0.58053076042 0.195094174655 0.0449711095828 0.0100055718651 0.00172801619433 0.0187881496185 0 
0.430615561634 0.0201558338715 -0.576587079165 0.194445026794 0.0455494552013 0.00994692650841 0.000455363266294 0.00446014694146 0 
0.431156370699 0.0187698884284 -0.582989273115 0.196294030183 0.0426056615769 0.00872134396272 -0.000557155380038 -0.0122975011228 0 
0.430224731224 0.0180008592971 -0.58143005669 0.196179159657 0.0430916818587 0.00835693361373 -0.000192497383235 0.00551601552226 0 
0.429071995498 0.0161928140303 -0.582070339227 0.193311050074 0.0450450379203 0.0129699279897 -0.00081778797774 -0.00324386958744 0 
0.431354331488 0.0193651359658 -0.58202506778 0.194706543342 0.0454147475407 0.0122065656491 0.00129021274654 0.00999977609546 0 
0.431035340624 0.0186022969246 -0.582989772815 0.198658639418 0.0477928428742 0.0129769919326 0.00191016312629 -0.00155131067557 0 
0.4325653194 0.0204060619456 -0.583927889675 0.198129344947 0.0468229775815 0.0156451321317 0.000624319358497 0.00239057607486 0 
0.430522975713 0.0185462187593 -0.58103169293 0.195101646475 0.0448499278014 0.0104965774595 -0.000243808121687 0.00127099341565 0 
0.43063103682 0.0185346542545 -0.581514840039 0.19629104419 0.0430759043404 0.00830506337341 0.00259752470147 -0.00687992285844 0 
0.431848069469 0.0202743208308 -0.581346525803 0.195584490216 0.0446299026386 0.0125036191733 0.00362194260223 -0.0186305695245 0 
0.42995383451 0.0177248285058 -0.581133927697 0.194912367265 0.0463223954248 0.0132233390822 -0.00142913027108 0.00431532491121 0 
0.429944599193 0.0178160529407 -0.58082192783 0.193676994952 0.0406381375728 0.00910876920912 0.00146212582411 -0.00462037219831 0 
0.430440430529 0.018588660575 -0.58056180497 0.193703940649 0.0440107781091 0.0102466051548 -0.000364716841322 0.0115131605129 0 
0.431417227288 0.0198000349709 -0.580981388334 0.195626335308 0.0430621509887 0.00930746521705 0.00288574936862 0.0186345061238 0 
0.428676333703 0.0163135947514 -0.580066000613 0.193642596575 0.0468472911389 0.0102118979081 0.00295910199851 0.0114016065529 0 
0.428146828406 0.0156904877012 -0.579737874782 0.191022683683 0.0425850105635 0.00782879560303 0.000998027785832 0.00977097779374 0 
0.430884816782 0.0189616501763 -0.581287039115 0.19264311155 0.0436653207399 0.0133403564688 0.0020171966199 0.000944477385467 0 
0.430120974786 0.0179060874835 -0.581283782911 0.193491232875 0.0436414173048 0.00982230211349 0.00150595848286 0.0232263429921 0 
0.430559745631 0.0187948153976 -0.580438498176 0.196538343467 0.0464807122823 0.0121851274143 0.00156120755862 0.00136534202563 0 
0.429222572228 0.0174879675892 -0.578809771978 0.193156672216 0.0432191794402 0.00975577122997 0.00492491444515 0.000311794702505 0 
0.428570740791 0.0161468254034 -0.580128098074 0.194310880633 0.0444174393626 0.0109934734648 -0.000850227791076 0.000823539478952 0 
0.429381569368 0.0168287409726 -0.581447289959 0.194643206862 0.0444906368534 0.0121221414617 0.00271101912696 -0.00567294354717 0 
0.429985062748 0.0183942290119 -0.579255323368 0.198026052582 0.040762173862 0.0105120594458 0.00120764592464 -0.00440433900641 0 
