# 5 : 6 6 6 6 6 
# Tr_f(plaq)/2    Tr_a(plaq)/3     energy       W(1,2)        W(2,2)        W(2,3)        W(3,3)        Re(polyakov)   Im(polyakov) 
0.465799644297 0.0542628412959 -0.540149946591 0.246662902911 0.0906409667151 0.0400627654946 0.0137611177978 0.00683731057163 0 
0.464778549814 0.0526715606647 -0.540533082208 0.24385121119 0.0887182989946 0.0359061186318 0.0127459033733 0.00233407745275 0 
0.466465167085 0.0547787957455 -0.54146383123 0.243460124298 0.0914968810901 0.0397610035373 0.0131296916354 -0.00755041193815 0 
0.462976481125 0.0508234977616 -0.538328375552 0.243825678622 0.0916162797644 0.0420009530044 0.0168895840437 0.0224882702282 0 
0.464865951619 0.0524747643682 -0.541499298858 0.244027290864 0.0875273944282 0.037017543502 0.0121187576841 0.0104046713789 0 
0.464287380279 0.0519337572404 -0.54063446348 0.243068239951 0.0901994237038 0.0381115583615 0.0145796890058 0.00634056013826 0 
0.465749396711 0.0538477802867 -0.541179064995 0.248073923475 0.0892298576884 0.0386864627058 0.0132263891267 0.0117670395642 0 
0.463042479353 0.0509097776182 -0.538353328363 0.247389379182 0.0928326135684 0.0400705386774 0.0123156009232 0.0143681636745 0 
0.465422837247 0.0535566082535 -0.5406483754 0.246149914174 0.0906860050326 0.0396932260684 0.0130965512779 0.00539566192082 0 
0.465471391651 0.0523686049005 -0.544421169399 0.250119221755 0.0949103290863 0.0432157804794 0.0137592547043 0.0027267863316 0 
0.464330891058 0.0527522374093 -0.538366119322 0.245275502418 0.0905045406983 0.0364543592093 0.0143352551694 0.0305013670499 0 
0.464898272407 0.0528122437113 -0.540625840215 0.245472292919 0.0902385760754 0.0366687573984 0.0148165914036 0.0345921541474 0 
0.466248561647 0.0540406553619 -0.542746848995 0.247782331687 0.0916374295492 0.0384942115032 0.0146294662483 0.0116870265231 0 
0.465307788946 0.0532110734333 -0.541190272169 0.246491976076 0.0914603800628 0.0389027753439 0.0153398338942 0.0100561903633 0 
0.464771788094 0.0518929154643 -0.542839942413 0.248159599917 0.0872509439021 0.0370747544186 0.0110085255016 0.0253160994949 0 
0.464973389063 0.052419018053 -0.542128518811 0.243107616287 0.0876090102544 0.0361670515303 0.012644003248 0.0198257495919 0 
0.466509142558 0.0543377366877 -0.542976102938 0.246558291764 0.0878962242027 0.0366871841426 0.0154420600509 0.0240206050835 0 
0.466242320755 0.055232164097 -0.539145486954 0.248217775562 0.0913824594356 0.0393432830762 0.0135610464388 0.0155722290974 0 
0.464156272548 0.0511894438083 -0.542303640533 0.245723356905 0.0919221219137 0.0403435490669 0.0156949890748 0.0178975560937 0 
0.465595245228 0.0541003513238 -0.539758500511 0.244724083655 0.0879865771457 0.0360333840945 0.0148330706017 0.0191206217997 0 
0.465852127761 0.054378231893 -0.540029453692 0.244782851228 0.0862918219042 0.0353079389615 0.0141041179903 -0.00649093208722 0 
0.465119838443 0.0530484026111 -0.540870097472 0.246072750593 0.08818516974 0.0388472275929 0.0131722715487 0.0135558314356 0 
0.465366446125 0.054037467824 -0.538963314867 0.247247614007 0.0916613396247 0.0430582997817 0.0164010171321 0.00369893435169 0 
0.46511611111 0.0530648810078 -0.54080463475 0.247071995996 0.0917368164585 0.0390393647855 0.019176826282 -0.0231275871657 0 
0.464861122176 0.0530141980889 -0.539860231088 0.246835403961 0.0901823167869 0.0401496558797 0.0166099055507 0.00546341961846 0 
0.46604273677 0.0538057719762 -0.542566452183 0.248739885649 0.0945252454588 0.0400991074837 0.0141481111357 -0.00195802245141 0 
0.46236835498 0.0500312624389 -0.538090139098 0.243400295334 0.0891467388643 0.0313730145617 0.0154449071461 -0.0029694923011 0 
0.464836029783 0.0516216450796 -0.543929992827 0.244681059946 0.09054053147 0.0368546911886 0.0160751749636 -0.00739244418411 0 
0.46344681855 0.051698386884 -0.537726159113 0.243119624398 0.0899080264756 0.0355301708302 0.0136589047371 -0.00451065192848 0 
0.465325614279 0.0533909767129 -0.540727211259 0.245930948557 0.0927350376353 0.0362503412741 0.0162856731662 -0.0362881152132 0 
