# 5 : 4 4 4 4 4 
# plaquette   W(1,2)    W(2,2)    W(2,3)    W(3,3)    W(2,4)    W(4,4)   1/3 |plaquette|^2  Re(polyakov)   Im(polyakov) 
0.353973204253 0.0207160689331 0.312769660427 0.120522278396 0.0207354617841 0.00149335216607 -0.0102059404029 -0.0016236827905 0.233336905582 0.0796818684149 0 
0.352819816492 0.0202866853523 0.314647052369 0.132380206117 0.00988307884409 0.00505302591292 0.00111826462624 0.00156201532317 0.250377440458 0.000150295308358 0 
0.354767443807 0.0259813478786 0.316446460265 0.12406014825 0.0133475561616 -0.00390168715125 -0.00605011201236 0.00819195931422 0.265472042894 0.0397373054025 0 
0.355679707379 0.0213461963272 0.309986781568 0.126176573405 0.0073064700806 0.00204334271968 0.00946459826453 0.000660334594233 0.235430475768 -0.00866790454296 0 
0.35933645278 0.0208548840204 0.302181978461 0.132087503726 0.00731308372993 -0.0024890059003 0.000664348822627 0.0110791674869 0.243750349516 -0.00173459059365 0 
0.352515184195 0.0173970640787 0.312366695689 0.129279802684 0.0188158209514 -0.000973917094555 0.0035936569261 0.000131381134312 0.254184272316 -0.00653687691573 0 
0.355537343227 0.0190417753803 0.307967088926 0.129712931255 0.0137990869358 -0.00859679635266 -0.00222988485776 0.003775973004 0.241808732155 -0.00132048153046 0 
0.350534506974 0.016611027693 0.315542013746 0.122389638169 0.0179406049154 0.00378388127371 -0.00238434045602 0.00756351832174 0.235874698439 -0.0085842684736 0 
0.35622151898 0.0197749454244 0.307331907464 0.126781243113 0.00733103001478 -0.0017770019318 0.000537371006445 -0.000166140557662 0.258388681709 0.0361839708356 0 
0.348422760334 0.0188606781345 0.322015157467 0.129383105019 0.0163621608883 0.0105514735564 -0.0078362082853 0.0075039783119 0.24843272834 0.0617559768401 0 
0.354557702949 0.0221990021974 0.3130835963 0.123277328259 0.0174670797678 -0.000348908492191 -0.0068760023097 -0.00546090084535 0.257704751573 0.103291438555 0 
0.357126262817 0.0228837562313 0.308631230597 0.12812162338 0.018016513579 0.00212931944753 0.00348058122396 -0.013937265852 0.238554596764 0.0717169855377 0 
0.352196516767 0.0161081396311 0.311715106096 0.133110542625 0.0147927691164 -0.00521457807479 0.00496103860824 -0.0091313377502 0.256159906181 0.0518024220328 0 
0.347142693148 0.0174637884804 0.323178402184 0.115646480446 0.0183700007388 0.00268773339689 -0.0060768971399 -0.0151724469124 0.236874071578 0.00990656073484 0 
0.356853175405 0.0233523334549 0.309645982645 0.123261697065 0.00936114846172 -0.00385402048257 -0.00243258751409 -0.00782361039586 0.26213938037 0.0539399551852 0 
0.352443394736 0.0193446151549 0.314457825683 0.130240606422 0.0195695977982 -0.00233925763784 0.000419727126416 -0.00368364125303 0.24581804245 0.0692447056096 0 
0.346348143301 0.0163967474983 0.323700460896 0.117672121226 0.0195763108314 -0.00138552352148 0.00173442561941 -0.00196732850199 0.258204744418 0.0150073513005 0 
0.349856110236 0.0140764008238 0.314364180351 0.120753796959 0.0214423903248 0.0103979703608 0.00294459422147 0.00885201567634 0.264912675687 0.0202037711575 0 
0.348334489434 0.0165660821806 0.319897103312 0.11585009583 0.0151721505364 -0.00256548923263 0.00542768716803 0.00728140540885 0.236913081607 0.0397203888671 0 
0.356135001463 0.0231172313322 0.310847228405 0.126324379302 0.0236476249159 0.00377589668517 0.0119919470985 0.0015928796748 0.279178812545 0.0182034368966 0 
0.346735393394 0.0138320711456 0.320361284357 0.120871447824 0.0153710657998 0.0022649343739 -0.00111291620983 -0.00243195712816 0.26102639723 0.021102024177 0 
0.348854627526 0.0218684461973 0.324159191145 0.124077989127 0.0167103340802 0.000737518654665 -0.000365718814235 0.00317850464176 0.229841379248 -0.0711806960604 0 
0.356982652994 0.021542350006 0.307577044018 0.129799610083 0.0225002858021 0.0127012048367 0.00130731773895 0.00331601079086 0.26227866354 -0.0130722320802 0 
0.361460126613 0.0236081990784 0.300687945852 0.121108104147 0.0166200411821 0.00668747468344 0.00206598933605 0.00344006497232 0.243707382244 -0.0119300016032 0 
0.358393913805 0.0215654088 0.304777581191 0.130696057835 0.00989642376169 0.00286427737315 -0.00453993464314 0.0063676354291 0.244785023617 -0.00605900195442 0 
0.35984014916 0.0265485147181 0.306868216399 0.134687099037 0.0164309007096 -0.00408830986131 0.00584793888975 0.000149037857786 0.265702951891 -0.0317327348322 0 
0.354228799378 0.0213395453205 0.312881946565 0.123072270007 0.0145399444331 0.000758045680515 -0.00253757856899 -0.00100305450449 0.230595020557 0.0273277333922 0 
0.349792259173 0.0140198906435 0.314435372297 0.12110012192 0.00980063002484 0.00305514673476 -0.00224618987787 -0.00789020970453 0.230838114606 0.0884166534793 0 
0.353273308942 0.0187358500875 0.312189232203 0.125092958776 0.0203894712402 0.00532086164875 0.00557225478719 0.0132793414495 0.263977156045 0.0532958785652 0 
0.347247873202 0.0148245725571 0.320328826153 0.12321918948 0.0134681348295 -0.00363479597923 0.00310758185551 -0.00441587244379 0.27217953642 0.0706401718788 0 
0.343944592039 0.0132044806892 0.325315296612 0.117744697279 0.0235161597197 0.0128728244758 0.00729769253098 0.00505603850598 0.25082981828 0.0170056795674 0 
0.343336100407 0.0129536250655 0.326281424251 0.120674080279 0.0259882254586 -0.00746322026635 0.000792687558584 -0.0112094198394 0.261684162585 -0.0170213247929 0 
0.350181762404 0.0207331954416 0.320369670634 0.125918782224 0.00556908887787 -0.00993188398378 0.00183911884708 0.00420340793322 0.238311054111 0.027208077677 0 
0.351932181635 0.0242928113789 0.32042844811 0.131189758441 0.00810129453656 -0.00456681219121 -0.000845759398201 0.00551041597413 0.252473621327 0.0099762728298 0 
0.355735249066 0.0220431412424 0.310572643111 0.125355702348 0.0142908960373 -0.0101529559956 -0.000977423598504 -0.0148580354136 0.224726029957 0.0541701742848 0 
0.346940432286 0.0165615668897 0.322680702318 0.119433073605 0.0142464649442 0.0033760599711 0.00173221625644 -0.00658832370537 0.214414833243 0.0102716512124 0 
0.35611452454 0.0246866227292 0.31245757365 0.121069238439 0.0158663547684 -0.000888505689255 -0.00114343509236 0.00800484650034 0.241489532908 0.0716923082883 0 
0.351976461185 0.0181082689247 0.314155346555 0.123674541949 0.0103171751542 -0.000153069875889 -0.00224412653866 0.00271676090861 0.251980215955 0.0451437209288 0 
0.35451388901 0.0196856437397 0.31065786572 0.129791622849 0.0185154998408 0.00396031331634 -0.00142146099006 -0.00143943540202 0.26414500479 -0.0466677517119 0 
0.350416210404 0.0186019420199 0.317769521212 0.119691244497 0.0230402313566 0.000456267835544 0.000668777834256 -0.00384669925369 0.23480730657 -0.0306725034688 0 
0.355799476737 0.0240495665526 0.31245061308 0.123031602059 0.0127215176142 0.0044845207233 0.00784006380133 0.00673624738646 0.268707881671 -0.0162185106219 0 
