# 5 : 4 4 4 4 4 
# plaquette   W(1,2)    W(2,2)    W(2,3)    W(3,3)    W(2,4)    W(4,4)   1/3 |plaquette|^2  Re(polyakov)   Im(polyakov) 
0.340582123329 0.0115953193718 0.264489285047 0.113618503242 7.91513477561e-05 -0.0044400568208 0.00432327888183 -0.0059832464733 0.214240111624 -0.0212245476301 0 
0.333204735491 0.00450039362051 0.271411396187 0.110946723939 0.0112252026029 6.85673535602e-05 -0.00525939421874 0.0167150816526 0.222132730948 -0.0345440247672 0 
0.337327605767 0.00970788094866 0.268785429991 0.110205281005 0.0203558915676 0.00274568295117 -0.00948226170151 -0.00854885507978 0.269455762988 0.00598400100939 0 
0.335365067366 0.0098219759283 0.272628347934 0.113026278292 0.0196098700352 -0.00462215933015 0.000548498297014 0.00518156757975 0.257167871642 0.0407109063612 0 
0.333579624987 0.00693099320941 0.273129705734 0.10757740336 0.0155599460392 -0.00039258175878 0.000354934166207 -0.00610512640926 0.230770268895 -0.0115660554814 0 
0.333562302893 0.00502793816399 0.271259562666 0.106459008462 0.0184903940561 5.59142457315e-05 0.00726745847633 -0.00563059044243 0.249747456798 0.0160048353268 0 
0.335990902837 0.00726771434127 0.268884998951 0.119098709955 0.0119261513596 0.00508658888697 0.0083246056879 0.00858752390947 0.216662634195 -0.0127459405303 0 
0.337472547389 0.0128955654635 0.271697725424 0.12075969678 0.016127413693 0.000935287839513 -0.00301185576826 0.00150763664408 0.228430301663 -0.0209048328647 0 
0.348196732099 0.0148522583029 0.253278467315 0.12742952802 0.0168077448219 0.0106160101568 0.00316100102951 -0.00404497123113 0.244901644936 -0.0215642953514 0 
0.328900174208 0.00477391570583 0.279863584711 0.110099613392 0.0124913017426 -0.000643967554748 -0.000312069075797 0.00436381274259 0.249962446824 -0.0551216809552 0 
0.329743336518 0.00426710957071 0.277754770186 0.0991373469054 0.00848384062796 0.00137549471855 0.00220367216239 -0.0117543731833 0.221859986375 -0.0379136649748 0 
0.330090932174 0.00717475089908 0.280001979768 0.110297678248 0.00927657619588 -0.0050732248764 -0.00552891111319 -0.0096664981541 0.25516182539 0.0323904749877 0 
0.327686430478 0.00315914755634 0.280554929648 0.104244169691 0.0148814359601 0.0037664785608 0.00300133963578 -0.00598132123516 0.240586236459 0.0226372775655 0 
0.332778643664 0.00724426914574 0.274964846185 0.114839723616 0.0120306392871 -0.00507121894451 -0.00273558296421 0.00363819766283 0.260845374558 -0.0352826997655 0 
0.335972488966 0.00816309860309 0.269815369567 0.11550192949 0.0174599520597 -0.000200754861299 0.00162997851039 0.00831890825925 0.279184596993 -0.0613878534271 0 
0.339035842174 0.0101670935134 0.265998993382 0.112731293485 0.00703362707425 0.00329545240179 0.00106192299946 -0.00546329616037 0.246706725098 0.0108169463083 0 
0.339993283599 0.0121682603404 0.266181021503 0.112404590596 0.0107101846525 -0.00312142381304 0.00236709734993 -0.00309225241951 0.246509602226 -0.000607625367778 0 
0.326174289236 0.0035465311082 0.283815381561 0.108139198159 0.0105943242988 -0.000663411438604 -0.00135019217534 -0.00147925082892 0.229635215627 0.0218275161973 0 
0.329897465015 0.00455818468705 0.277753001159 0.108244788024 0.0139072888575 0.00285215244092 0.0070136081575 0.00717441671696 0.242671638842 -0.0245825041754 0 
0.327104265343 0.00389174900857 0.282393644858 0.107309627473 0.0134876723106 0.00227331091605 -0.00210582282162 0.0091733413786 0.248512547693 -0.0128445660077 0 
0.333063391579 0.00711148957242 0.274291045572 0.118797457447 0.0226033735107 0.00251854717163 0.00902405610844 0.00280338532557 0.251093317982 -0.0223206146228 0 
0.335477653258 0.0110292731042 0.273621731914 0.111803921603 0.0127038486055 -0.00984466946502 -0.00288626529641 -0.00464233167038 0.228469955098 -0.0389267772371 0 
0.336332676071 0.00726721009947 0.268235125565 0.114787776302 0.0194861772579 0.00681813156493 0.00154724570913 0.00812606090053 0.253242138476 -0.0280616770749 0 
0.339634919531 0.0148870213547 0.269580674246 0.118956242277 0.0136361912407 -0.00277324633698 -0.00101259201121 0.00689762876353 0.243256595665 -0.0561070301226 0 
0.340296893321 0.00931161478466 0.262747517475 0.118787800187 0.0136766857946 -0.00241355551188 -0.0056424702247 -0.0152256690896 0.264886057347 -0.0224295748646 0 
0.336604115512 0.00916681150826 0.269618992036 0.113903732273 0.0050880091239 0.00397837979144 -0.00460701669905 -0.00435276411392 0.271076363897 0.0154204077261 0 
0.339597866304 0.0105627265264 0.265326780548 0.122344345459 0.0164257868852 0.00958637864278 0.00693430890752 0.00604992130647 0.256601589584 -0.00580570443034 0 
0.337633728499 0.00745512791169 0.265951043764 0.120656059958 0.0194989812728 0.0105897549193 0.00992515693143 0.00776367822481 0.262426268688 0.00122746682109 0 
0.33099040259 0.00507708191725 0.276195316995 0.108359965516 0.014744155241 -0.00582432472409 0.00336312244753 -0.00399660163792 0.235548905882 0.0749847280584 0 
0.329999440302 0.00828049679639 0.281281560223 0.105529403134 0.0208838248132 0.00689373814939 0.00398870297987 0.00766108054851 0.259239250992 0.0359284953449 0 
0.343207998711 0.0114249877993 0.259329790248 0.115694397028 0.0187830953794 0.0108901279363 -0.00790758810475 0.00772136230716 0.24358720132 0.0475815522718 0 
0.334407190993 0.00626879167365 0.270895128787 0.115327385099 0.0163433110826 -0.00564920352995 -0.00135555959536 -0.00747340886324 0.262331269202 0.0100685126667 0 
0.327410504807 0.00424811920943 0.282168160077 0.103174109918 0.0169818354092 0.00309163085575 0.00137618979397 0.00608382274913 0.271343497271 0.0184099846425 0 
0.33286050522 0.00463738352692 0.272202423608 0.118317031829 0.012189961358 -0.00380631583708 -0.000800955098245 -0.00627406115174 0.266529411355 0.0291637351471 0 
0.334254307188 0.00907867319004 0.273995489532 0.111762320118 0.00815676512026 0.0113505997671 0.00625707088854 0.0138172492197 0.239340543776 0.0116258434891 0 
0.335017160767 0.00117347322141 0.264640867765 0.115286236988 0.0197091459956 0.00746660880144 3.15573360218e-05 0.00206137864259 0.245482675181 0.00941382776778 0 
0.336250744717 0.0078453540011 0.26896893904 0.109797188782 0.0101495368745 -0.0029664816872 0.00173999507318 0.00129836348158 0.255927354221 0.06375682677 0 
0.336940716575 0.00928678616069 0.269099424668 0.113212647392 0.0101220207621 0.00766953862853 0.00163148603933 0.00231486990867 0.244736593801 0.053250350478 0 
0.337813539339 0.00809642038321 0.266250695639 0.123098476799 0.0254575463639 0.0106406025163 0.00739434322173 0.00770833658694 0.254977328354 0.00696702293677 0 
0.343970909556 0.0134985992648 0.259953871108 0.124930289481 0.014416165225 -0.00283213471138 -0.0015373095873 0.0114362094174 0.274589351878 0.00832858577317 0 
0.338566923927 0.00699118858036 0.263714033119 0.111630419465 0.0178352894273 0.00454954545517 0.00658954538204 -0.00240706838036 0.252085376396 -0.0169720271681 0 
0.33112896224 0.00616349319949 0.277018464944 0.100402429669 0.0105925049108 -0.00773003105365 -0.000946989941886 -0.00477015934096 0.244727579065 -0.0175000555116 0 
0.337278608573 0.0107357128359 0.269906356548 0.11745062737 0.0102883747264 0.0041818225688 0.000862827584366 -0.00566322387184 0.253973804017 0.0280422151411 0 
0.332923374777 0.00732210660889 0.274767694533 0.113136165527 0.0142800269199 0.00278500087221 -0.00525961830184 0.00174886089343 0.278752221011 0.0282648906478 0 
0.335103445557 0.00843590779526 0.271739361236 0.11645853109 0.0281295300765 0.00271098612216 0.00896767564401 0.00668625791601 0.264416323907 0.0478005724653 0 
0.338424274724 0.00920070699212 0.266194585017 0.1147886284 0.0164339886044 0.00408662291783 -0.00132856283455 0.00849704902022 0.245555434416 0.041917885986 0 
0.335430589367 0.0126705377759 0.275352417979 0.113333502059 0.0153504411505 0.000176266529272 0.00823732324856 0.00271501744787 0.256842440873 -0.000971131945364 0 
0.335159257017 0.0096340790634 0.272831490731 0.110292519404 0.0156636706664 0.00905033733024 -0.00269312694705 0.00162523406528 0.271647355854 0.0240416715697 0 
0.336388501764 0.0105719402665 0.271433786915 0.114446395979 0.0121491850779 0.00552522340216 0.00513659186658 0.00557944435812 0.234517810882 0.0189409169188 0 
0.328033679323 0.00640869611391 0.283144705401 0.110890761098 0.00849657080166 0.00114148331415 0.00399109221901 -1.00731422194e-05 0.236770539778 0.0276087264687 0 
0.330853486958 0.00632703033708 0.277705405117 0.111289018732 0.00991764051235 0.00181573953022 0.000214138147334 -0.00720447803235 0.227828672597 0.0108546976635 0 
0.329758582582 0.000657030586128 0.274115723681 0.111358935892 0.0141729217874 -0.00681419504714 0.00924406256882 0.00818577062975 0.240405863193 -0.00508736972362 0 
0.332968868721 0.00822157177779 0.275580721208 0.105167982528 0.00944143643176 0.00409347491181 0.00907293079311 0.00646996393449 0.249049070597 -0.0374820610893 0 
0.33103801521 0.00782330496875 0.27885107607 0.107002839635 0.0177940290406 -0.00237295303355 -0.00282067024058 -0.0091166165435 0.253920192263 0.0140840547365 0 
0.33997520998 0.0146671233227 0.26871422436 0.118233269751 0.0128056011287 0.00403497509765 -0.00361017409003 0.000787318344812 0.23222070274 0.0532978215665 0 
0.337401788687 0.0148682464341 0.273804847929 0.122284688278 0.0141011321257 0.00626341624066 -0.0031395756298 0.000243530669728 0.245116830331 0.0363166198817 0 
0.331007429483 0.00359029200514 0.274676175987 0.108758725177 0.0096794385866 0.0100044995127 -0.00258733983312 -0.00580213498965 0.232891634306 -0.00317871071423 0 
0.335660418092 0.00995340782902 0.272198613454 0.115342955666 0.0119041102349 0.0109001762037 -0.00846962733981 0.00536782178573 0.228357431186 0.00089448005685 0 
