# 5 : 4 4 4 4 4 
# Tr_f(plaq)/2    Tr_a(plaq)/3     energy       W(1,2)        W(2,2)        Re(polyakov)   Im(polyakov) 
0.567658981156 0.199436673003 0.215438067286 0.399766580589 0.272196374572 0.458084003093 0 
0.524056596026 0.1540269731 0.272493972439 0.327637020794 0.190206788606 0.382198022943 0 
0.506088123158 0.137809076253 0.298501986831 0.298843820569 0.147966440762 0.305791861946 0 
0.496881372474 0.13082866812 0.313157442806 0.290641788889 0.128220922171 0.287032120911 0 
0.48823666228 0.117160373347 0.31980421699 0.280178707339 0.120821971498 0.254960969122 0 
0.491161576435 0.125276453011 0.321046748389 0.275906442623 0.123354095366 0.276189906796 0 
0.482061895147 0.1183052186 0.335459765004 0.269690946425 0.114742956946 0.264974584959 0 
0.481370252358 0.117241205351 0.336021112309 0.265413413398 0.104869732265 0.224781144215 0 
0.478257063883 0.108827678838 0.334923578714 0.265409350837 0.104810229566 0.200503846875 0 
0.479343825752 0.115981364203 0.339523373686 0.259900911737 0.101977368357 0.204978068906 0 
0.473002338529 0.111318986193 0.34976349065 0.257331386449 0.102251853125 0.198554486672 0 
0.471621098193 0.10954240137 0.351232820617 0.257283942409 0.101603690979 0.166078753274 0 
0.475812647711 0.11228667549 0.34412695337 0.261055188666 0.100573225544 0.172359119666 0 
0.477359149401 0.115969928671 0.34417592758 0.265500538038 0.106133866384 0.181843935989 0 
0.468426729324 0.103178798109 0.352375984199 0.248092833938 0.0922543190573 0.21265701534 0 
0.469227435907 0.105812550578 0.353128076197 0.251089227532 0.100494335786 0.233705875688 0 
0.471517714861 0.112028004177 0.353961374255 0.249438710667 0.0927478554093 0.181593213468 0 
0.472002314106 0.111659064192 0.352453626042 0.252672239997 0.0925373223139 0.173944123089 0 
0.474964808311 0.112281642864 0.346114343334 0.257051988336 0.0987342204774 0.158550030304 0 
0.471373545557 0.108192468352 0.350464636292 0.245333561064 0.0940778560146 0.140280087535 0 
0.471903640427 0.106309700468 0.347336145464 0.251657837763 0.0890927374832 0.181852408647 0 
0.460685183389 0.0973700010947 0.36475982013 0.235866660725 0.0850523812901 0.15684139488 0 
0.470446038244 0.108332688084 0.352784498209 0.255374958055 0.0896475736304 0.164322452871 0 
0.467786589081 0.106767055637 0.357468571298 0.244111762733 0.0961421750509 0.166896435896 0 
0.469440380736 0.107497406107 0.354312511376 0.253460784517 0.0904492002777 0.137758035998 0 
0.477578437633 0.114908440198 0.34259911176 0.251004310874 0.0830427160661 0.130758952404 0 
0.466378726163 0.0995172682558 0.353527261774 0.244417227718 0.0942812799558 0.213399526581 0 
0.467747958572 0.10453461726 0.355326914616 0.248441848506 0.0814657404837 0.187678914102 0 
0.459816669492 0.100572908496 0.370003735191 0.23457060304 0.0726217967808 0.149052368939 0 
0.467340582457 0.103555401895 0.355305033121 0.243240253154 0.0755776859853 0.185930710536 0 
0.463904674478 0.0985009616244 0.358324976602 0.235554618155 0.0645099847336 0.143824577533 0 
0.455241516295 0.0934649177634 0.373647354469 0.230457856916 0.0713001145819 0.201080291431 0 
0.461546538176 0.0994287219322 0.364794357218 0.231519235568 0.0752596470826 0.10400013224 0 
0.460867008058 0.0963211046225 0.363283635687 0.2334338867 0.0808580379773 0.134503314016 0 
0.453897542068 0.097115986635 0.380456762775 0.230818757331 0.0710019174321 0.126241108534 0 
0.464317379189 0.101725782948 0.360579941855 0.243969804953 0.0723891685462 0.150524290742 0 
0.463993594627 0.0990668541353 0.358681906763 0.229737378677 0.0694608932307 0.156676468389 0 
0.458746158077 0.10204648474 0.37399301326 0.231839718663 0.0730895366267 0.211633359213 0 
0.453239492405 0.0925535333254 0.377440726173 0.226784039473 0.0703157597631 0.14682677627 0 
0.454584608259 0.0946441142212 0.376370284812 0.227553045699 0.0725386730285 0.138841366585 0 
0.453610253543 0.0931833430446 0.377199247219 0.225972825832 0.0649309565486 0.136285379421 0 
