# 5 : 4 4 4 4 4 
# Tr_f(plaq)/2    Tr_a(plaq)/3     energy       W(1,2)        W(2,2)        Re(polyakov)   Im(polyakov) 
0.494954295573 0.121605737446 0.131697146299 0.313706757996 0.177832875716 0.380806313911 0 
0.442766002387 0.078753844925 0.193221840151 0.246133739456 0.109399702232 0.277667433835 0 
0.42147589714 0.0669893448085 0.224037550528 0.213609797123 0.0805604420163 0.239629534008 0 
0.417969165769 0.0654235799994 0.229485248461 0.204888551197 0.0660521779033 0.184144989373 0 
0.401796426 0.05186310295 0.24827025095 0.193008587771 0.0528149071504 0.1239472361 0 
0.394746401108 0.0438073855817 0.254314583366 0.176448625346 0.0475822015092 0.120042336655 0 
0.382736107911 0.038949137083 0.273476921261 0.163753216601 0.0314544108395 0.0982633220202 0 
0.378714364081 0.0332554918845 0.275826763722 0.156245152351 0.0305335389518 0.0896617349584 0 
0.375699393337 0.0284841763473 0.277085389673 0.147247792947 0.0302222868815 0.0840672819185 0 
0.367198809784 0.0244091972765 0.290011577708 0.14042462738 0.0283109720881 0.0399159106927 0 
0.362575302738 0.0198946723813 0.294744066905 0.135651847567 0.0257392491171 0.061623042455 0 
0.366119891926 0.0248835430932 0.292643759241 0.138974838948 0.0114959549363 0.00458486559622 0 
0.363959858224 0.0214468926036 0.293527176155 0.13884208662 0.0218245035494 0.0445675532517 0 
0.361830134511 0.028209312253 0.304549043231 0.13922978576 0.0149519937395 0.00480250151778 0 
0.355987018999 0.0235867323051 0.311612694308 0.134504723359 0.0203715538982 0.0347465002189 0 
0.350048890498 0.0183085302616 0.318210749265 0.127882345647 0.0155407438109 0.0463195558412 0 
0.354743854324 0.0217153572494 0.312227648601 0.125482534688 0.0108802141443 -0.0136918318252 0 
0.350932714912 0.0232660127493 0.321400582926 0.127306750026 0.0155046350781 0.0173255369242 0 
0.344451968604 0.0145358131506 0.325631875942 0.118570783504 0.017838881133 0.0254045705322 0 
0.339129685652 0.0092200520819 0.330960680777 0.115056348721 0.0143774501698 0.035659189347 0 
0.352463033883 0.0166631623175 0.311737094552 0.130813855416 0.0150267486857 -0.0064498836705 0 
0.350653244616 0.0168563818193 0.315549892587 0.119006796048 0.0134615617406 0.009021065595 0 
0.353280136399 0.0222229179769 0.315662645179 0.128856133731 0.0151000228371 0.0192857817982 0 
0.352330229718 0.0162116620072 0.311551202572 0.122320095179 0.0161867256201 0.000869261784838 0 
0.355694520098 0.0197263995512 0.308337359355 0.132696220701 0.0141256344591 -0.00159559842838 0 
0.365206156295 0.0257645765018 0.295352263912 0.130315660414 0.0118118726977 -0.00346922312201 0 
0.358810234261 0.0263000005086 0.308679531987 0.132285102924 0.0231293417394 -0.0271283915163 0 
0.35155745896 0.018907317805 0.315792399885 0.12500763514 0.00919284496149 0.0116501170421 0 
0.353555979996 0.0225533191011 0.31544135911 0.124786561857 0.01117021857 -0.00839652252694 0 
0.354392522927 0.0185692306003 0.309784184746 0.132093793082 0.0148364569467 0.00932670748068 0 
0.352658205375 0.0158454641164 0.310529053365 0.126289516605 0.0135176256905 0.0444753898375 0 
0.354877548848 0.0202385769665 0.310483479271 0.131230403409 0.0243216201398 -0.00404990375803 0 
0.349295410312 0.0213214244004 0.322730603776 0.126992605419 0.018477088053 0.0317772565909 0 
0.357844710633 0.0232132922113 0.307523870945 0.130493719418 0.0222679261437 0.0373789925089 0 
0.35357971156 0.0199684852288 0.312809062108 0.127240934483 0.00941508252011 0.0745200070676 0 
0.356379312185 0.0187167123331 0.305958087963 0.121803820825 0.0147524721592 0.00392192653728 0 
0.35440573009 0.0190020541599 0.31019059398 0.122701104547 0.0210068967116 0.0308713665115 0 
0.352601548802 0.0178771502056 0.312674052602 0.124592116698 0.0148451376679 0.0225726426089 0 
0.351356530238 0.0216440641056 0.31893100363 0.120484333962 0.0193274169857 -0.00674264606132 0 
0.347073823143 0.0121485801654 0.318000933879 0.116704816273 0.0130632210901 -0.00810512268627 0 
0.354769551209 0.019638751938 0.31009964952 0.124047974541 0.0212658498011 0.0328532425058 0 
0.353635878113 0.0152532948651 0.307981538639 0.129604545712 0.0201474141253 0.0435050818479 0 
0.358432542568 0.0213208041117 0.304455718976 0.131081210014 0.0105303790007 0.024845895097 0 
0.351423045907 0.0191714103956 0.316325318583 0.123789660122 0.0144605221072 -0.0111392012789 0 
0.353761535956 0.022261506227 0.314738434314 0.125206323899 0.0227251813154 0.043911079357 0 
0.355574168423 0.0243643557039 0.313216018857 0.126032597363 0.0175746431288 0.0200401176711 0 
0.348441953241 0.0133677407542 0.316483834273 0.125108448729 0.0269900237368 -0.0495649344893 0 
0.35536721528 0.0182321890876 0.307497758527 0.127526235038 0.0160552189072 0.0122881554564 0 
0.347015230774 0.0159431342832 0.321912672735 0.113608401779 0.00414171498588 0.018611631232 0 
0.342115997367 0.0148256300551 0.330593635322 0.119205666774 0.0244455512534 0.0218433726404 0 
0.349225249675 0.0196453444863 0.321194845137 0.123992826025 0.0194893791105 -0.0402940080325 0 
0.35627105743 0.019010757878 0.306468643019 0.127318594038 0.0183319045881 -0.00178712989521 0 
0.353852940398 0.0175733965496 0.309867515753 0.126917559642 0.0106338775983 -0.0534947636838 0 
0.353200543982 0.0186956104563 0.312294522493 0.126346886846 0.0222541713835 0.0141751995406 0 
0.353074268852 0.018532658525 0.312384120821 0.122139674645 0.011566049218 -0.00786996542011 0 
0.346377158723 0.0130153028574 0.320260985412 0.119836291216 0.0149493382522 -0.0304736627907 0 
0.349665358774 0.0176881295038 0.318357411955 0.12667152179 0.0166342712835 -0.0626944180729 0 
0.349910109996 0.0176174600537 0.317797240062 0.125170129772 0.0102694375372 -0.0241569155072 0 
0.353109265256 0.0235416001736 0.317323069662 0.126656178649 0.0103561681743 -0.0117933781491 0 
0.355367464579 0.0220264384673 0.311291509309 0.124226291546 0.0137997316713 -0.027586573579 0 
0.358775342684 0.0211483979916 0.303597712623 0.132746806516 0.0195277085023 -0.00331551524874 0 
0.351728066474 0.0218562853196 0.318400152373 0.125509999367 0.0142800936176 -0.0141625739602 0 
0.352973565174 0.021497287539 0.315550157192 0.118541039498 0.015563025564 -0.0140974918724 0 
0.353149772802 0.0195912291534 0.31329168355 0.123279318206 0.0134054372825 -0.0307528692429 0 
0.358923946689 0.0266254318438 0.308777538465 0.131682962354 0.018661324941 -0.0147444768186 0 
0.356870908864 0.019288074504 0.305546256777 0.133729979245 0.0137488156943 0.0525018376021 0 
0.34641806386 0.0135322748837 0.320696147164 0.115689758627 0.0123801360427 0.0869862570637 0 
0.35035691516 0.0180982074379 0.317384377118 0.125077628332 0.0170320922692 0.0452053478981 0 
0.345375900164 0.0114646070498 0.320712806722 0.127644836746 0.0246642850695 0.0327598153037 0 
0.345807149917 0.0137455361777 0.322131236343 0.124389318697 0.018806513197 0.00900941264521 0 
