# 5 : 4 4 4 4 4 
# Tr_f(plaq)/2    Tr_a(plaq)/3     energy       W(1,2)        W(2,2)        W(2,3)        W(3,3)        W(2,4)        W(4,4)        Re(polyakov)   Im(polyakov) 
0.502985108849 0.139454441433 0.357140924753 0.29162648349 0.126041827026 0.0629734374504 0.0297066261472 0.0467981907876 0.241286208503 0.0512668626796 0 
0.502954560753 0.139755101644 0.357516427798 0.285378651045 0.129169875882 0.0744137302762 0.0299201446214 0.0497380833153 0.260696323378 0.0439483276562 0 
0.494786378081 0.12987807816 0.367651451862 0.27901912303 0.12200110135 0.0569232078178 0.0261160376482 0.041698516567 0.249418615488 0.0030352335372 0 
0.491073803869 0.121842391787 0.368711572307 0.284695499625 0.118020308946 0.055453154165 0.0256473203938 0.0544969280546 0.272955376729 -0.00210542689937 0 
0.497146701184 0.130338122246 0.362328704345 0.284865598349 0.121208497798 0.0498594523497 0.0392427314988 0.0309456303654 0.254463073078 0.00740091292344 0 
0.495729965412 0.13255508645 0.368016671192 0.283013730389 0.117622081191 0.052640114545 0.0340511921467 0.0492317755543 0.27414448522 0.00633263148396 0 
0.499875706374 0.132440298899 0.357744818284 0.281554521933 0.114159576171 0.053238558857 0.0170014848617 0.0262363976634 0.239479901268 -0.0248746565036 0 
0.504787266597 0.13919259803 0.352463794867 0.292586168155 0.121135902486 0.0603354421366 0.0267301918131 0.0509966042775 0.245288129166 0.00266385117255 0 
0.495178452908 0.129517219159 0.366330009535 0.278616947356 0.106677315346 0.054996140079 0.025566736696 0.0382014780953 0.240462694012 -0.0193423897974 0 
0.493108407162 0.129693191058 0.371577593512 0.275564768447 0.103971964434 0.043404892024 0.0201068041887 0.0330652832458 0.267902818662 -0.0897711746982 0 
0.499332301221 0.134418696665 0.361054558673 0.276830667513 0.105767207094 0.0515669380505 0.0241716692641 0.0281311898829 0.246767182624 -0.0306570656559 0 
0.489132583135 0.122004450217 0.373629621536 0.266559069468 0.107176224516 0.0500078516242 0.0186585877662 0.0501230841034 0.254080327195 -0.0778904237372 0 
0.497650417685 0.135265219207 0.366021695879 0.280044663184 0.11681376467 0.0594079608418 0.0220620488408 0.0451069839812 0.25419966391 -0.082973160959 0 
0.500286155193 0.135676339119 0.359975258896 0.285961066274 0.126579172622 0.0597917283068 0.0237471446199 0.0554687807915 0.259360909017 -0.0764634660498 0 
0.497792050786 0.133377474766 0.36378695034 0.28083597175 0.111423880462 0.052593066627 0.0155602743242 0.0395337372492 0.233972943777 -0.0598083656534 0 
0.492109231453 0.131816952118 0.376149335057 0.272003861875 0.09781144722 0.0550222132774 0.0292002999224 0.0355838654745 0.240639190558 -0.0717170575563 0 
0.498203895424 0.134709328023 0.364109784234 0.275585005425 0.114845164043 0.0585584792456 0.0345672443237 0.039936901143 0.242042910651 -0.113403356441 0 
0.500854476991 0.137683330161 0.360589861534 0.283021650283 0.122020761423 0.0621295428935 0.0329447344021 0.0445197943469 0.283846487055 -0.126934350075 0 
0.502574131613 0.135012566362 0.353705943909 0.280455664409 0.113354407312 0.0546987679149 0.0336863380922 0.0397867732004 0.244808919345 -0.122679716023 0 
0.49141771346 0.125998288523 0.372024890547 0.271110848576 0.103348803468 0.0531297704969 0.0241816907209 0.0305764618158 0.262070136413 -0.0811077535918 0 
0.494098129715 0.130126537967 0.369586120165 0.275334354713 0.102403228603 0.0464892206058 0.0236690974576 0.0308522651243 0.239675812223 -0.0401526204141 0 
0.492338738838 0.125506061321 0.369276151168 0.277139867234 0.107400664067 0.0595934828426 0.0330776922808 0.0332539261653 0.290070246378 -0.0980914920411 0 
0.503146101521 0.138263689465 0.35555574074 0.280675117311 0.118598028319 0.0529587081684 0.0299562632937 0.0275228036799 0.26553492985 -0.0832813946313 0 
0.496415007824 0.130735682304 0.364518913136 0.273138796554 0.106877590114 0.0499756117349 0.0259008737292 0.0388334943871 0.24846664663 -0.0872199628817 0 
0.496741081033 0.132177851358 0.365162202827 0.271841710155 0.112918735838 0.0477137769788 0.017590192972 0.0351627020768 0.26763552096 -0.0484570075239 0 
0.48362004355 0.120453805298 0.385584698601 0.26114080719 0.102129895298 0.0531755857438 0.0205804477097 0.0467694951717 0.244272783604 -0.0342110352486 0 
0.481778926666 0.118764204301 0.388405833968 0.259603201513 0.097302663418 0.0510048507075 0.0274561516731 0.0337756249576 0.257577614762 -0.0503811529501 0 
0.494893517707 0.130803111214 0.368313992831 0.274290757882 0.117161271505 0.0516925750592 0.0205045420195 0.0374508157578 0.269326277214 -0.0122022473506 0 
0.499191972043 0.135206512094 0.362186180587 0.281974936012 0.107007223913 0.0403793164674 0.023966214855 0.0378956527396 0.264014683689 -0.0338649759815 0 
0.490970876299 0.128922781295 0.376044134363 0.270800156941 0.117409858495 0.0627189272358 0.0262566281701 0.046692339492 0.236359804242 -0.000330029316268 0 
0.484311693625 0.118183747838 0.381620098458 0.262137701482 0.104916116159 0.0510327615742 0.0240888229506 0.049526827472 0.257205964597 0.0149551881387 0 
0.48782935458 0.121108131341 0.375926212619 0.267712849759 0.105290873302 0.0594316527801 0.0207918569273 0.0597422309262 0.270835801578 -0.0269360205445 0 
0.488996666744 0.126414970661 0.378373137138 0.267930615443 0.113288997999 0.0571886375227 0.0262340001744 0.0515064428553 0.237315289351 0.027541572151 0 
0.497115618488 0.130316806854 0.362383541558 0.285237367763 0.11985892997 0.0629735604975 0.0361319375891 0.0528310090321 0.265822971296 -0.0144972829903 0 
