# 5 : 4 4 4 4 4 
# Tr_f(plaq)/2    Tr_a(plaq)/3     energy       W(1,2)        W(2,2)        Re(polyakov)   Im(polyakov) 
0.584901051377 0.220384194641 0.216621671335 0.417389879112 0.277242525284 0.464106996747 0 
0.53459710649 0.164685575047 0.281652519472 0.344420184362 0.188322028658 0.383312385155 0 
0.515347207776 0.145886140443 0.30905284178 0.316276570725 0.158191400042 0.320338946008 0 
0.503128411903 0.136761195445 0.329253006878 0.296043590955 0.147671895634 0.274821311245 0 
0.507985133094 0.143637146287 0.324472826862 0.294493284019 0.144455705065 0.318044248011 0 
0.497334415121 0.131551349165 0.337948752875 0.28693230921 0.135521101049 0.255424789598 0 
0.497812716462 0.132991734728 0.338241215218 0.28201556924 0.122807431474 0.230029701595 0 
0.491538300298 0.125275639363 0.345583718647 0.277185731959 0.135691807191 0.300006415528 0 
0.492863284308 0.122936674461 0.340064792123 0.27903735355 0.118747416234 0.249471429805 0 
0.490090401221 0.123896232412 0.347679269482 0.271901896885 0.115903458877 0.282793506041 0 
0.484692554008 0.118950438363 0.355688308744 0.265968132355 0.109357777193 0.17368648683 0 
0.482871672565 0.116171237476 0.357279223321 0.261422206097 0.102950821568 0.231413968008 0 
0.489370108635 0.124327684936 0.349839424212 0.264274078662 0.11149874766 0.255561866082 0 
0.48936622434 0.122418426587 0.34793948817 0.272544893057 0.111975165266 0.232461826338 0 
0.486245302166 0.122693811077 0.355705085878 0.275709082823 0.124339731472 0.213696373426 0 
0.487354154037 0.124484109417 0.35483413973 0.274755562097 0.109408909063 0.250851010727 0 
0.490425446629 0.128470656087 0.351449584178 0.275626237318 0.110485372854 0.262686766993 0 
0.483107772909 0.120666005772 0.36120735079 0.273175104735 0.116133066976 0.223347047436 0 
0.488642741398 0.12382774911 0.351085169756 0.270700474845 0.114390167394 0.246054272887 0 
0.493007081946 0.12711807583 0.343901079159 0.277892030222 0.120234630481 0.193699297795 0 
0.486389823516 0.115599614327 0.348264037889 0.261901477193 0.112071202094 0.218962843305 0 
0.486093298791 0.118431939627 0.35180802253 0.256178011319 0.108469910575 0.236298934608 0 
0.490017928818 0.125695022148 0.349651992986 0.270083344007 0.111055399329 0.219554824167 0 
0.487895190184 0.120269996428 0.349321539985 0.266311624017 0.109035732655 0.193217860563 0 
0.488012420662 0.124562973182 0.353333163593 0.259961022197 0.114852095542 0.228362952303 0 
0.491194855856 0.126942164887 0.348074510834 0.270502315125 0.117532796965 0.232311882521 0 
0.485824580054 0.120678903895 0.354699911766 0.264957820925 0.109088094796 0.217061210536 0 
0.480717821815 0.115903309968 0.362180537612 0.257278203263 0.0953677241044 0.185398422692 0 
0.48494216316 0.118596273142 0.354735081558 0.26009570075 0.107341511677 0.179252113455 0 
0.48187534024 0.12025258319 0.363751766615 0.260183416363 0.0996440587139 0.167201241292 0 
0.489577442402 0.125817342745 0.350831480981 0.263461102944 0.103190732293 0.186233601952 0 
0.480204684376 0.116919178846 0.364427936345 0.262704559319 0.11106131905 0.186524775052 0 
0.483890472732 0.119784219201 0.358447084644 0.262035462889 0.107858503691 0.233944007896 0 
0.487928491857 0.122139157119 0.351110776662 0.270642204392 0.115395776223 0.213901026045 0 
0.487640027998 0.122472143681 0.352136076486 0.273840606474 0.115563014317 0.215390521022 0 
0.488383299064 0.126372890499 0.354252972746 0.275860365176 0.113918049 0.216118484572 0 
0.487911672092 0.123460522333 0.352472509312 0.272391870633 0.107006176818 0.223182259323 0 
0.479143273355 0.112349895628 0.362406039577 0.261383278634 0.108778939282 0.238465438426 0 
0.483008278732 0.115746456464 0.356526587507 0.258859082205 0.0971831515918 0.209460761753 0 
0.492386246337 0.12748114067 0.345754149462 0.265330544149 0.0970412132162 0.245709743893 0 
0.484222212086 0.117598385645 0.355465076638 0.264649972264 0.106918153591 0.211459784227 0 
0.489844330019 0.127360431094 0.351734039048 0.271714635631 0.103697435954 0.24911468812 0 
0.481816397679 0.118621897701 0.362262543273 0.259697466884 0.096170966949 0.218443500153 0 
0.47923521935 0.116035193525 0.365870667086 0.260006255121 0.105830645558 0.222848912295 0 
0.482275375176 0.117620508258 0.360159607836 0.26157909338 0.112879578825 0.237028164193 0 
0.486952867947 0.121234334425 0.352547451351 0.270724102243 0.113602194115 0.171939219768 0 
0.482638014065 0.117318067597 0.358986833841 0.27655382789 0.118625875412 0.164421755932 0 
0.485840364926 0.118060005152 0.35204312933 0.272085779184 0.109379501755 0.219802231304 0 
0.48990610179 0.127179142655 0.351404498358 0.278034187966 0.11889557576 0.247358948504 0 
0.491802204064 0.126036687461 0.345711397708 0.285838717675 0.131991252345 0.269089139744 0 
0.483625830012 0.120845206525 0.360143214496 0.270212171519 0.120774284175 0.211058023524 0 
0.491312925699 0.125009319598 0.345858297921 0.270981390348 0.103871136286 0.221550046979 0 
0.492551287572 0.130755632398 0.348632542225 0.275463321685 0.112294055022 0.264507713778 0 
0.492873930767 0.128963541166 0.346066107325 0.276286907426 0.120921784971 0.214577139772 0 
0.492351472144 0.128397857558 0.346754324413 0.271727307369 0.110854456199 0.259355199503 0 
0.484638275182 0.119225399924 0.356093539486 0.265787508224 0.120402787594 0.274213801528 0 
0.480616692519 0.115431846819 0.361951784772 0.261534488268 0.110207552215 0.216741271522 0 
0.488164874049 0.124553608507 0.352957910788 0.268932215869 0.108716987082 0.215231676982 0 
0.483967423874 0.117946706423 0.356424889125 0.264759355967 0.113747758209 0.196316783979 0 
0.493014305665 0.1296558975 0.346421563903 0.280280420515 0.118730129938 0.26096207353 0 
0.491222874579 0.125580192949 0.346645293961 0.269952459921 0.11129677983 0.246736672454 0 
0.491721727029 0.126962096673 0.346829951804 0.271413080017 0.104980879592 0.247989843667 0 
0.48277007546 0.117458164949 0.358809983844 0.266844644921 0.109652263034 0.227685610665 0 
0.485765148824 0.123143949206 0.357307592029 0.265293469589 0.106008261174 0.194264644414 0 
0.48532717577 0.123283939809 0.35849871796 0.260331743087 0.106015955613 0.200662209271 0 
0.485337651785 0.120665285889 0.355854921604 0.268737891008 0.112904657641 0.144032086979 0 
0.486665889181 0.120314884449 0.352316750414 0.270301984624 0.114972039122 0.210360984895 0 
0.483010799158 0.118993227757 0.359767309778 0.272806439515 0.124510721965 0.283800393617 0 
0.4787302228 0.111788111606 0.362835576886 0.262767719735 0.104086284696 0.271535433308 0 
0.486391869897 0.121244378893 0.353903891141 0.272531655815 0.116797672053 0.202207007861 0 
0.488746170331 0.121191856478 0.348201047684 0.265833658448 0.115271177242 0.26141314954 0 
0.486214452258 0.123468682002 0.356553996584 0.258385953732 0.106556896883 0.254568351132 0 
0.488649633106 0.121848220462 0.349089101007 0.268552937239 0.107566384973 0.258627093409 0 
0.484943163485 0.120283688003 0.356420095639 0.267570019929 0.104565846683 0.236236625639 0 
0.484032761049 0.118475525962 0.356796899444 0.275856402216 0.117106158477 0.246886142876 0 
0.489616217287 0.121648291473 0.346569369983 0.277170215738 0.112329628484 0.27214837615 0 
0.488588165891 0.119768616575 0.347157018436 0.274893089326 0.113869898771 0.30002107559 0 
0.487021615462 0.121483552436 0.352631675328 0.268686138452 0.113245286727 0.264470518185 0 
0.489713692063 0.124281728081 0.348968867129 0.2642172336 0.112551267169 0.260580256727 0 
0.489394565298 0.125192531814 0.350645575099 0.274430092451 0.116517967368 0.264338294663 0 
0.493160721675 0.126065518695 0.342479786676 0.279872445957 0.118789332695 0.255730961357 0 
0.490832744749 0.129155246164 0.351156658766 0.278320551123 0.117408171012 0.243886153608 0 
0.49355920217 0.130797147889 0.346255062681 0.271698348353 0.111586057465 0.211338843225 0 
0.486833801909 0.122544926181 0.354143801599 0.267711792495 0.100512384043 0.1976778891 0 
0.485871584993 0.121150350768 0.355058546785 0.261622467705 0.109567724646 0.196669576129 0 
0.483418048631 0.121883441889 0.361680125175 0.25772188128 0.0965720498829 0.193750481013 0 
0.478110262293 0.115831733043 0.368367103539 0.254064618744 0.090743360973 0.171182198243 0 
0.482031963395 0.119056949297 0.362180237149 0.260057166078 0.092440204835 0.177533546075 0 
0.487534053609 0.124624584611 0.354542855951 0.272397884003 0.110318990004 0.180084478209 0 
0.479303706959 0.11888136841 0.368552471708 0.252935251374 0.0995936708495 0.187158299261 0 
0.476676740327 0.11623317481 0.372208998026 0.25322373476 0.0900489325258 0.172016402003 0 
0.480202822816 0.119592433983 0.367105659225 0.262139421582 0.0999221596444 0.182231349297 0 
0.478982840195 0.113999121146 0.36444030468 0.259665199869 0.091935140397 0.195402978044 0 
0.475145479338 0.112724114732 0.372374964321 0.252362705368 0.0851616708083 0.205201540804 0 
0.482186239784 0.119548154613 0.36230117913 0.259894590294 0.0878712508774 0.135565278298 0 
0.488155347306 0.126659161392 0.355086327856 0.261054391097 0.0972932180659 0.141164545453 0 
0.481745077261 0.116594726272 0.360406540847 0.260180937288 0.102331339845 0.147923399054 0 
0.477647670992 0.113471299266 0.367116888886 0.261624225617 0.0949512651564 0.189714996646 0 
0.477039863436 0.112775561102 0.367879888856 0.257493112046 0.106253790743 0.19784946126 0 
0.480939234474 0.116227661598 0.36197349886 0.267311160945 0.109656529657 0.204325227643 0 
0.485165650875 0.123000586278 0.358603024177 0.262968491135 0.116571833786 0.216123181079 0 
0.479979056339 0.112372322788 0.360422587575 0.25111942107 0.0984401283306 0.176090245584 0 
0.48352370931 0.120684862269 0.360227959925 0.269001368988 0.107366946258 0.153572206315 0 
0.479956861734 0.118581408592 0.36668494043 0.266033326683 0.10212379884 0.150183107513 0 
0.485810029873 0.124237139786 0.35829306809 0.2649979907 0.108012675029 0.138933328561 0 
0.483962655941 0.119707725106 0.358197350848 0.261199856466 0.104288997454 0.184417677133 0 
0.487943002447 0.125110238584 0.35404703271 0.265418033409 0.115186063397 0.225785068122 0 
0.490829097112 0.129527587253 0.351537754184 0.26834889297 0.113868779942 0.267407690626 0 
0.495370330505 0.131095978465 0.342207185254 0.278961379085 0.119815677496 0.240485475976 0 
0.490275870387 0.12404653022 0.347384441292 0.274322698968 0.108750031782 0.209956880233 0 
0.492877932485 0.132325918442 0.349418880477 0.26702251372 0.105227796382 0.198735764891 0 
0.485798796745 0.121878750217 0.355961638028 0.27069892089 0.109647699658 0.174832803637 0 
0.484913040944 0.121741041569 0.357949743304 0.270937406218 0.104212264471 0.176055650369 0 
0.48803539424 0.123247552617 0.351962606441 0.271968911126 0.114609641464 0.228019414894 0 
0.488286957106 0.119399363027 0.347510665973 0.268383247629 0.11675763458 0.175009135116 0 
0.485769780763 0.115196102056 0.349348628225 0.267224523987 0.105823205278 0.240269683577 0 
0.491433068403 0.128479963397 0.349040599231 0.277881816116 0.114468767108 0.189097986114 0 
0.489585212302 0.122397458035 0.347392948511 0.279585208958 0.125256331782 0.17869038946 0 
0.496363864858 0.130012758572 0.338739482914 0.281353155765 0.126692283152 0.174297405467 0 
0.502583005854 0.134967134701 0.32876792065 0.289679201173 0.128165608053 0.180291544664 0 
0.48866378065 0.123227438522 0.350434364961 0.272083372104 0.109491241809 0.190123865534 0 
0.492887294946 0.128356693243 0.345427185373 0.271753148837 0.114789180681 0.172093994916 0 
0.486464389645 0.120657783344 0.353143248195 0.271133950502 0.107466674566 0.117726837709 0 
0.486550247869 0.123480007166 0.35575941228 0.264047548064 0.105638247544 0.15270034049 0 
0.482331976845 0.120053337279 0.36245659285 0.267561032467 0.104119854652 0.117064955533 0 
0.486669508097 0.121583199612 0.35357638018 0.262295924949 0.110146796443 0.127797109567 0 
0.475846035713 0.116102826016 0.374072340306 0.256001090938 0.103892677664 0.114664869479 0 
0.485688131487 0.121982695077 0.356331179508 0.262059607374 0.105332209216 0.157347890076 0 
0.48062974069 0.11815510132 0.364643723663 0.264278991266 0.101839386874 0.130114755916 0 
